patentNumber,applicationNum,familyID,applicationDate,granted,grantDate,cpcClass,publicationItems,publicationDate,priorityNumber,language,ipc,title,abstract
EP0005203,EP79101152,6038231,"Tue, 17 Apr 1979",1,"Wed, 29 Apr 1981",C02F 1/025,"['EP 0005203 A2', 'EP 0005203 A3', 'EP 0005203 B1']","Wed, 14 Nov 1979",DE/2818680,de,"['C02F 1/02', 'C02F 1/74', 'C02F 9/00', 'C07C 201/16']",Process for treating waste waters containing aromatic nitro-hydroxy compounds,"Die Erfindung betrifft ein Verfahren zur Aufarbeitung von Nitro-hydroxy-aromaten enthaltenden Abwässern, wie sie z.B. bei der Nitrierung von aromatischen Verbindungen oder bei der Herstellung von Nitro-hydroxy-aromaten anfallen.

Die Aufarbeitung der Nitro-hydroxy-aromaten enthaltenden Abwässern erfolgt in der Weise, daß man die Nitro-hydroxy-aromaten enthaltenden Abwässer unter Luft- und Sauerstoffabschluß auf Temperaturen im Bereich von 150° C bis 500° C unter Druck erhitzt.

Die nach dem erfindungsgemäßen Verfahren vorbehandelten Abwässer können ohne Verdünnung direkt der biologischen Kläranlage zugeleitet werden."
EP0004956,EP79101153,6038043,"Tue, 17 Apr 1979",1,"Wed, 14 Oct 1981","['A61P 31/04', 'C07D 233/38', 'C07D 277/20', 'C07D 277/48', 'C07D 499/00']","['EP 0004956 A1', 'EP 0004956 B1']","Wed, 31 Oct 1979",DE/2818263,de,"['A23K 20/195', 'A61K 31/43', 'A61K 31/545', 'A61P 31/04', 'C07D 233/38', 'C07D 277/20', 'C07D 277/48', 'C07D 499/00', 'C07D 499/46', 'C07D 499/64', 'C07D 499/70', 'C07D 501/20', 'C07D 501/34', 'C07D 501/36']","Antibiotiques du type bêta-lactame, leur procédé de préparation, additifs pour nourriture de bétail, médicaments et leur procédé de préparation","β-Lactamantibiotika der Formel
worin

B einen gegebenenfalls substituierten heterocyclischen 5-oder 6-Ring,
Z H oder Niederalkoxy
Y, E1 und E2 unabhängig voneinander einen zweiwertigen organischen Rest und
R1, R2, R3 und R4 unabhängig voneinander Wasserstoff, Alkyl, Alkenyl, Alkinyl, Alkadienyl, Cycloalkyl, Cycloalkenyl, Cycloalkadienyl, Aryl und Heterocyclyl, wobei mit Ausnahme von Wasserstoff die vorgenannten Reste auch substituiert sein können, sowie Acyl bedeuten und Verfahren zu ihrer Herstellung. Diese Verbindungen zeigen ein breites antibakterielles Spektrum gegen gram-positive und gram-negative Keime, insbesondere gegen Enterobakteriaceae, vor allem gegen solche mit β-Lactamasebildung und wurden auch angewendet als Futterzusatzmittel.
"
EP0005204,EP79101154,6038161,"Tue, 17 Apr 1979",0,,"['C07D 277/56', 'C07D 417/06']","['EP 0005204 A2', 'EP 0005204 A3']","Wed, 14 Nov 1979",DE/2818504,de,"['A01N 43/78', 'C07D 277/20', 'C07D 277/56', 'C07D 417/06']","2-Thiazolon-5-carbonsäure-Derivate enthaltende Mittel zur Regulierung des Pflanzenwachstums, Verfahren zu deren Herstellung sowie deren Verwendung","Die teilweise bekannten 2-Thiazolon-5-carbonsäure-Derivate der Formel
in welcher

R1 für Wasserstoff, Alkyl, Alkoxyalkyl, Alkylmercaptoalkyl, durch heterocyclische Reste substituiertes Alkyl, durch Alkylcarbonyl substituiertes Alkyl, durch Arylcarbonyl, welches seinerseits im Arylteil durch Halogen, Alkyl, Halogenalkyl, Alkoxy, Alkytthio und/oder Nitro substituiert sein kann, ferner für Alkenyl, Cycloalkyl, gegebenenfalls substituiertes Aryl, gegebenenfalls im Arylteil substituiertes Aralkyl oder für die Gruppierung
steht, in welcher R4 für Wasserstotf, Alkyl oder Aryl steht,
R5 für Alkyl, Alkylcarbonyl, Carbalkoxy, Alkylsulfonyl oder Arylsulionyl steht und außerdem
R4 und R5 gemeinsam mit dem angrenzenden Stickstoffatom für einen 5- bis 7-gliedrigen heterocyclischen Ring stehen,
R2 für Wasserstoff, gegebenenfalls durch Cydoalkyl, Alkoxy, Alkyimercapto, Phenoxyl, Arylthio oder Cyano substituiertes Alkyl, gegebenenfalls durch Alkyl substituiertes Cycloalkyl oder für gegebenenfalls substituiertes Aralkyl steht und
R3 für Wasserstoff, Alkyl, Alkoxyalkyl, Halogenalkyl, Cycloalkyl, gegebenenfalls substituiertes Aryl oder gegebenenfalls substituiertes Aralkyl steht,
besitzen starke pflanzenwachstumsregulierende Eigenschaften.
"
EP0005213,EP79101185,6038376,"Thu, 19 Apr 1979",0,,B29D 30/0679,EP 0005213 A1,"Wed, 14 Nov 1979",DE/2819015,de,"['B29C 67/00', 'B29D 30/06', 'B29D 30/08', 'B60C 5/01']",Bandage pneumatique et procédé de fabrication,"Bei rotationsgeformten Reifen muss die Lauffläche (1) nicht an den Reifentorus (2) geklebt werden, sondern es wird bei dieser Herstellungsweise auch bei verschiedenem, aber artverwandtem Material eine feste Verbindung erhalen. Besonders bevorzugt sind für diesen Reifentyp Elastomere auf Polyurethan-Basis.

Bei dem exothermen Reaktionsguss entfallen die aufvendigen Heizvorrichtungen. Auch zusätzlich innen- oder aussenummantelte Reifen sind so verhältnismässig einfach herstellbar."
EP0005221,EP79101202,6038568,"Fri, 20 Apr 1979",1,"Wed, 14 Oct 1981","['C08F 220/44', 'C08F 246/00']","['EP 0005221 A2', 'EP 0005221 A3', 'EP 0005221 B1']","Wed, 14 Nov 1979",DE/2819380,de,"['C08F 2/00', 'C08F 2/22', 'C08F 2/26', 'C08F 220/44', 'C08F 246/00']",Process for preparing acrylonitrile copolymer dispersions,"Die Erfindung betrifft ein Verfahren zur Herstellung von 30-45 gew.-%igen wässrigen Acrylnitrilcopolymerisatdispersionen mit einem durchschnittlichen Teilchendurchmesser von≤ 90 nm und einem äusserst geringen Restmonomergehalt an Acrylnitril von ≤ 500 ppm durch Emulsionspolymerisation von Acrylnitril und mindestens einem weiteren Vinylmonomeren bis zum praktisch vollständigen Umsatz bei 40-80°C in Gegenwart mindestens eines wasserlöslichen Radikalbildners, üblicher Hilfsmittel und 1-4 Gew.-Teilen pro 100 Gew.-Teile Monomer mindestens eines anionischen Emulgators der Formel (I)
worin

R' einen gesättigten oder geradkettigen Alkylrest mit 5 bis 12 C-Atomen,
n gleich 0 oder 1, und
m gleich 2 bis 12, und
Me Alkalimetall oder Ammonium bedeuten, wobei 60-95 Gew.-% der Emulgatormenge und 4-20 Gew.- % der Gesamtmonomeren in der Hauptmange Wasser vorgelegt werden, und 5-40 Gew.-% der Emulgatormenge in der Restmenge Wasser und die Restmenge der Monomeren während der Polymerisation zudosiert werden.
"
EP0005226,EP79101217,6038772,"Mon, 23 Apr 1979",1,"Wed, 12 Nov 1980","['B01J 23/44', 'B01J 27/06']","['EP 0005226 A1', 'EP 0005226 B1']","Wed, 14 Nov 1979",DE/2819826,de,"['B01J 23/44', 'B01J 27/00', 'B01J 27/06', 'B01J 31/00', 'C07C 239/00', 'C07C 269/00', 'C07C 67/00']",Process for the manufacture of urethanes,"Die vorliegende Erfindung betrifft ein neues Verfahren zur Herstellung von Urethanen durch Umsetzung organischer Nitroverbindungen mit Kohlenmonoxid und Hydroxylguppen enthaltenden organischen Verbindungen in Gegenwart von Palladium und/oder Palladium-Verbindungen und einer Obergangsmetallverbindung als Katalysator bzw. Kokatalysator, wobei man als Übergangsmetallverbindung Eisenoxychlorid oder ein Eisenoxychiorid enthaltendes Gemisch von Eisenverbindungen verwendet."
EP0005228,EP79101229,6038771,"Tue, 24 Apr 1979",0,,C07F 9/173,EP 0005228 A1,"Wed, 14 Nov 1979",DE/2819825,de,"['A01N 57/14', 'C07F 9/165', 'C07F 9/173']","Process for the preparation of O,O-diethyl-0-(1-phenyl-2-cyano-propene-(1)-yl)-thionophosphoric acid ester","Die Anmeldung betrifft ein Verfahren zur Herstellung von 0,0-Diäthyl-0-[1-phenyl-2-cyano-propen(1)yl]-thiono- phosphorsäureester durch Umsetzung eines Benzoesäureesters mit Propionsäurenitril in Gegenwart eines Alkalialkoholats bei Temperaturen zwischen 50 und 150°C und anschließende Umsetzung des Reaktionsgemisches mit 0,0-Diäthyl-thionophosphorsäurediesterchlorid, dadurch gekennzeichnet, daß man das als Ausgangsverbindung verwendete Propionsäurenitril in einer Menge von etwa 5 bis 50 Mol pro Mol Benzoesäureester einsetzt, den bei der Umsetzung von Propionitril, Benzoesäureester und Alkoholat anfallenden Alkohol vor der Zugabe des 0,0-Diäthylthionophosphorsäurediesterchlorids abdestilliert und durch fortlaufende Zugabe von Propionsäurenitril das Volumen der Reaktionsmischung annähernd konstant hält."
EP0005229,EP79101230,6038548,"Tue, 24 Apr 1979",1,"Wed, 25 Nov 1981","['C08L 97/02', 'C09D 133/14']","['EP 0005229 A2', 'EP 0005229 A3', 'EP 0005229 B1']","Wed, 14 Nov 1979",DE/2819340,de,"['B27K 3/12', 'B27K 3/15', 'C08F 8/00', 'C08F 8/14', 'C08F 8/46', 'C08L 33/14', 'C09D 133/14', 'C09D 201/02']",Air cross-linked polyacrylate-coating binders containing chemically incorporated wood preservatives,"Die Erfindung betrifft Holzschutzwirkstoff enthaltende luftvernetzende Lackbindemittel auf der Grundlage von Copolymerisaten aus copolymerisierten Einheiten von Glycidyl(meth)-acrylaten und mindestens einem weiteren Vinylmonomeren, wobei das Copolymerisat - stets bezogen auf Lackbindemittel - mit 0,01 bis 30 Gew. % mindestens eines Holzschutzwirkstoffs mit mindestens einem gegenüber den Glycidylgruppen reaktionsfähigen Wasserstoffatom und 20 bis 60 Gew.% lufttrocknenden natürlichen oder isomerisierten Fettsäuren oder deren Mischungen sowie mit 0 bis 10 Gew.% eines Dicarbonsäureanhydrids umgesetzt worden ist, und das Lackbindemittel durchschnittliche Molekulargewichte Mn von 1500 bis 15000 und Säurezahlen von 3 bis 15 besitzt.

Ein besonderer Vorteil der erfindungsgemäßen Lackbindemittel ist die chemische Bindung der Holzschutzwirkstoffe an das Polymermolekül, wodurch eine verzögerte Freisetzung des Wirkstoffes erfolgt und somit eine verlängerte Schutzwirkung erzielt wird."
EP0005230,EP79101231,6038773,"Tue, 24 Apr 1979",1,"Wed, 20 May 1981","['C08G 18/78', 'C08G 18/797', 'C09D 175/00']","['EP 0005230 A2', 'EP 0005230 A3', 'EP 0005230 B1']","Wed, 14 Nov 1979",DE/2819827,de,"['C08G 18/00', 'C08G 18/78', 'C08G 18/79', 'C09D 175/00', 'C09D 5/03', 'C09D5-46']",Bindemittel für pulverförmige Überzugsmittel,"Uretonimingruppenhaltige Verbindungen mit einem Schmelzpunkt über 40° C, die im wesentlichen frei von unter Einbrennbedingungen abspaltbaren flüchtigen Isocyanat-Blockierungsmitteln sind, eignen sich hervorragend als Vernetzer für Pulverlacke auf Basis Hydroxylgruppen enthaltender Polymerer."
EP0006978,EP79101242,6038763,"Wed, 25 Apr 1979",1,"Wed, 29 Jan 1986","['A01N 37/34', 'A01N 37/38', 'A01N 43/30', 'A01N 43/32', 'A01N 53/00', 'C07C 255/00', 'C07C 323/00', 'C07C 41/22', 'C07C 41/26', 'C07C 69/743', 'C07D 317/46', 'C07D 319/20']","['EP 0006978 A2', 'EP 0006978 B1']","Wed, 23 Jan 1980",DE/2819788,de,"['A01N 37/34', 'A01N 37/38', 'A01N 43/30', 'A01N 43/32', 'A01N 53/00', 'A01N53-02', 'A01N53-06', 'C07C 253/00', 'C07C 255/33', 'C07C 255/37', 'C07C 255/38', 'C07C 255/39', 'C07C 255/50', 'C07C 255/53', 'C07C 255/54', 'C07C 313/00', 'C07C 319/20', 'C07C 321/28', 'C07C 323/19', 'C07C 323/62', 'C07C 33/22', 'C07C 41/00', 'C07C 41/18', 'C07C 41/22', 'C07C 41/26', 'C07C 43/225', 'C07C 43/23', 'C07C 43/257', 'C07C 43/29', 'C07C 67/00', 'C07C 67/10', 'C07C 67/14', 'C07C 69/73', 'C07C 69/743', 'C07C 69/747', 'C07D 317/46', 'C07D 319/16', 'C07D 319/20', 'C07D 321/10']","Benzyl esters with fluorinated ether and/or thioether groups, their preparations and their use as insecticides; intermediate products and their preparations","Benzyleser der Formel
in weicher

n für 1-5 steht und
R1 für gleiche oder verschiedene Reste aus der Gruppe Wasserstoff, C1-6-Alkyl, C1-6-Halogenalkyl mit 3-6 Halogenatomen. C1-6-Alkoxy, C1-6-Halogenalkoxy mit 1-6 Halogenetomen, C1-6-Alkylmercapto, C1-6-Halogenalkylmercapto mit 1-6 Halogenatomen. Halogen, gegebenenfalls substituiertes Phenyl, gegebenenfalls substituiertes Phenoxy, steht oder zwei benachbarte Reste gemeinsam mit den angrenzenden C-Atomen einen gegebenenfalls substituierten ankondensierten Benzolring oder ein oder mehrfach durch Fluor substituierte Sauerstoff enthaltende heterocyclische Fünf- oder Sechsringe bilden. Dabei muss in Formel I entweder einer der Reste R1 für Fluoralkoxy oder Fluoralkylmercapto stehen oder zwei benachbarte Rest müssen gemeinsam mit den angrenzenden C-Atomen ein oder mehrfach durch Fluor substituierte Sauerstoff enthaltende heterocyclische Fünf- oder Sechsringe bilden,
R2 für Wasserstoff, C1-4-Alkyl, Cyan oder Äthinyl steht,
R3 für den Rest einer bei Pyrethroiden oder pyrethroidähnlichen Verbindungen üblichen Carbonsäure steht; und ihre Verwendung als Inzektizide.


Sie werden hergestellt durch Reaktionen von Carbonylhalogeniden mit Benzylalkoholen oder Carbonsäuresalzen mit Benzylhalogeniden.

Als Zwischenprodukte sind die substituierte Benzylalkohole, Benzylhalogenide, Benzaldehyde, Benzylamine und ihre Herstellung erwähnt; neben der Herstellung von substitutierten Benzodioxolen und Benzodioxanen; und neben substituierten Benzodioxanverbindungen."
EP0005465,EP79101256,6039364,"Thu, 26 Apr 1979",1,"Wed, 25 Nov 1981",C07D 405/14,"['EP 0005465 A1', 'EP 0005465 B1']","Wed, 28 Nov 1979",DE/2821116,de,"['C07D 405/14', 'C08K 5/34', 'D06L3-00', 'D06L3-12']","Benzofuranyl-benzimidazole, Verfahren zu ihrer Herstellung sowie ihre Verwendung zum optischen Aufhellen von organischen Materialien","Zum optischen Aufhellen von synthetischen Fasermaterialien, insbesondere Acrylfasern, eignen sich vorzüglich Verbindungen der Formel
in der

R, Aryl, Alkyl, Aralkyl, Styryl oder Alkoxy,
R2 Wasserstoff, Cyan, Carboxy, Alkoxycarbonyl u. a.,
R3, R4, R6 und R7 Wasserstoff, Alkyl, Alkoxy oder Halogen R5 Wasserstoff, Alkyl oder Aryl,
Ra und R9 Wasserstoff, Cycloalkyl, Alkenyl, Alkyl oder Aralkyl,
A"" ein Anion,
w die Wertigkeit des Anions A und
n 0 oder 1 bedeuten.


Die Herstellung der neuen Aufheller und deren Verwendung erfolgt nach an sich bekannten Methoden."
EP0005240,EP79101258,6038809,"Thu, 26 Apr 1979",1,"Wed, 29 Apr 1981","['A01N 43/56', 'C07D 231/20', 'C07D 231/24']","['EP 0005240 A2', 'EP 0005240 A3', 'EP 0005240 B1']","Wed, 14 Nov 1979",DE/2819932,de,"['A01N 43/56', 'A01N 47/18', 'C07D 231/20', 'C07D 231/24']","Esters N,N-diméthyl-O-pyrazolyl de l'acide carbamique, procédé pour leur préparation et utilisation comme insecticides","Die Erfindung betrifft die neuen N,N-Dimethyl-O-pyra- zolylcarbaminsäureester der Formel I
in welcher R, R' und n die in der Beschreibung angegebene Bedeutung besitzen.

Sie zeichnen sich durch eine starke insektizide Wirksamkeit aus.

Sie werden erhalten, wenn man

a) Hydroxy-pyrazole der Formel
mit N,N-Dimethylcarbaminsäurehalogeniden umsetzt oder
b) Hydroxypyrazole der Formel 11 mit Phosgen und Dimethylamin umsetzt, oder
c) N,N-Dimethyl-O-pyrazol(5)yl-carbaminsäureester der Formel worin n für Null steht, mit Wasserstoffperoxid oder mit m-Chlor-perbenzoesäure umsetzt.
"
EP0005241,EP79101259,6039053,"Thu, 26 Apr 1979",1,"Wed, 01 Apr 1981","['C08G 73/0206', 'D21H 17/54']","['EP 0005241 A1', 'EP 0005241 B1']","Wed, 01 Apr 1981",DE/2820488,de,"['C08G 73/00', 'C08G 73/02', 'D21H 17/54', 'D21H 17/56']","Polyalcoylènepolyamines contenant des groupements dialcoylammonium quaternaires, leur procédé de préparation et leur utilisation comme adjuvant dans la fabrication du papier",
EP0005466,EP79101260,6039633,"Thu, 26 Apr 1979",1,"Wed, 27 Apr 1983",C08G 69/46,"['EP 0005466 A1', 'EP 0005466 B1', 'EP 0005466 B2']","Wed, 28 Nov 1979",DE/2821686,de,"['C08G 69/00', 'C08G 69/16', 'C08G 69/46', 'C08L 101/16']",Process for preparing polyamides free from monomers and dimers,"Verfahren zur Herstellung von monomer- und dimerarmem Polyamid-6 bzw. monomer- und dimerarmen Copolyamiden durch hydrolytische Polymerisation, wobei die niedermolekularen Reaktionsprodukte und das nicht umgesetzte ε-Caprolactam aus der Polyamidschmelze ausgedampft und auf der noch zu polymerisierenden ε-Caprolactamschmelze kondensiert werden."
EP0005246,EP79101274,6039011,"Fri, 27 Apr 1979",0,,"['A01N 47/24', 'C07D 307/86']","['EP 0005246 A2', 'EP 0005246 A3']","Wed, 14 Nov 1979",DE/2820360,de,"['A01N 47/24', 'C07D 307/86']","Carbamate N-carboxylé, procédé pour sa préparation et son utilisation comme insecticide","Die vorliegende Erfindung betrifft den neuen N-carboxylierten N-Methyl-carbamidsäurearylester der Formel


Er weist starke insektizide Eigenschaften auf.

Er wird erhalten, wenn man N-Chlorcarbonyl-N-methyl-2,2-dimethyl-2,3-dihydrobenzofuranyl- (7)-carbamat mit N-Hydrooxyimidothioessigsäure-S-methylester umsetzt."
EP0005249,EP79101287,6039012,"Mon, 30 Apr 1979",1,"Wed, 02 Sep 1981","['A01N 47/24', 'C07C 259/02', 'C07C 45/63', 'C07C 49/16', 'C07D 231/12', 'C07D 233/56', 'C07D 249/08']","['EP 0005249 A2', 'EP 0005249 A3', 'EP 0005249 B1']","Wed, 14 Nov 1979",DE/2820361,de,"['A01N 43/50', 'A01N 43/56', 'A01N 43/64', 'A01N 47/24', 'A01N 57/00', 'C07C 259/02', 'C07C 45/63', 'C07C 49/16', 'C07D 231/12', 'C07D 231/14', 'C07D 231/20', 'C07D 233/56', 'C07D 233/61', 'C07D 233/64', 'C07D 233/66', 'C07D 233/91', 'C07D 233/92', 'C07D 249/04', 'C07D 249/08', 'C07D 249/10', 'C07D 521/00']","Carbamates substitués d'alkanyl-azolyl-oximes, procédé pour leur préparation et leur utilisation comme insecticides, acaricides et nématocides","Die vorliegende Erfindung betrifft neue substituierte Alkanyl-azolyl-oximcarbamate der allgemeinen Formel (I)
in welcher Az, R1, R2, X, n die in der Beschreibung angegebene Bedeutung besitzen, und deren physiologisch verträglichen Säureadditions-Salze und Metallsalz-Komplexe. Sie weisen starke insektizide, akarizide und nematozide Eigenschaften auf. Sie werden erhalten, wenn man

a) Oxime der Formel (II)
mit Carbamoylhalogeniden der Formel (III)
umsetzt oder
b) Oxime der Formel (II) mit Isocyanaten der Formel (IV)
umsetzt oder
c) Oxime der Formel (II) mit Phosgen und anschlie-Bend mit Aminen der Formel (V)
umsetzt, oder die so erhältlichen Oximcarbamate der Formel (VI)
mit Sulfenchloriden der Formel (VII) umsetzt.

"
EP0005250,EP79101288,25774448,"Mon, 30 Apr 1979",1,"Wed, 12 Aug 1981","['C07D 231/12', 'C07D 249/08']","['EP 0005250 A2', 'EP 0005250 A3', 'EP 0005250 B1']","Wed, 14 Nov 1979",DE/2820489,de,"['A61K 31/415', 'C07D 233/60', 'C07D 521/00']","Hydroxypropyl imidazoles, their preparation and medicaments containing them","Die vorliegende Erfindung betrifft neue Hydroxypropylimidazole, mehrere Verfahren zu ihrer Herstellung sowie ihre Verwendung als Arzneimittel, insbesondere als Antimykotika.

Die erfindungsgemäßen Hydroxypropyl-imidazole zeigen neben einer guten antimykotischen in-vitro-Wirksamkeit eine bessere, therapeutisch nutzbare in-vivo-Wirksamkeit gegen Candida auf als das aus dem Stand der Technik bekannte 1-[2,4-Dichlor-β-(2,4-dichlorbenzyloxy)-phen- äthyl]-imidazolnitrat.

Die erfindungsgemäßen Wirkstoffe stellen somit eine wertvolle Bereicherung der Pharmazie dar."
EP0005731,EP79101289,6039063,"Mon, 30 Apr 1979",0,,"['C23C 18/28', 'D06M 11/83', 'D06Q 1/04']",EP 0005731 A1,"Wed, 12 Dec 1979",DE/2820502,de,"['C23C 18/28', 'D06M 11/00', 'D06M 11/38', 'D06M 11/49', 'D06Q 1/04']",Fibres en polyamide aromatique métallisées; procédé de métallisation de polyamides,"Die Erfindung betrifft ein Verfahren zur Metallisierung von Fasern, Fäden oder textilen Flächengebilden aus Aramiden, wobei diese in eine saure Zinn-II-ionen im Überschuß enthaltende kolloidale Palladiumlösung eingegeben werden, das so aktivierte Material mit einer Säure oder Lauge behandelt und anschließend in einer basischen Metallsalzlösung bei Raumtemperatur stromlos mit Metall überzogen wird. Die Erfindung betrifft ferner metallisierte, Fasern, Fäden oder textile Flächengebilde aus aromatischen Polyamiden, die einen Oberflächenwiderstand, gemessen nach DIN 54 345, bei 50% r.F. und 23°C von maximal 1 x 103Ω bei einer Schichtdicke des Metallüberzuges von 0,11 µm und von maximal 3 x 101Ω bei einer Schichtdicke des Metallüberzuges von 0,19 µm, aufweisen."
EP0005472,EP79101290,6039363,"Mon, 30 Apr 1979",1,"Wed, 04 Nov 1981","['C07C 67/00', 'C07C 67/27', 'C07D 307/20', 'C07D 307/33']","['EP 0005472 A2', 'EP 0005472 A3', 'EP 0005472 B1']","Wed, 28 Nov 1979",DE/2821115,de,"['C07C 67/00', 'C07C 69/65', 'C07D 307/20', 'C07D 307/33']",Process for the preparation of substituted gamma-halogen carboxylic acid esters,"Die vorliegende Erfindung betrifft ein Verfahren zur Herstellung von y-Halogen-carbonsäureestern der Formel (IV)
in welcher R1-R8 die in der Beschreibung angegebene Bedeutung besitzen durch Umsetzung einer Verbindung dei Formel (V)
mit einem Orthoester der Formel (VI)
oder mit einem Ketnaceta der Forme! (VII)
dadurch gekennzeichnet, daß man das bei dieser Umsetzung erhaltene Gemisch mit maximal 1 Moläquivalent eines Halogenierungsmittels behandelt. r"
EP0005473,EP79101291,6039301,"Mon, 30 Apr 1979",0,,"['C08G 18/10', 'C08G 18/7607', 'C08L 21/00', 'C08L 75/08', 'E01C 13/065']",EP 0005473 A1,"Wed, 28 Nov 1979",DE/2821001,de,"['B32B 25/04', 'C08G 18/10', 'C08G 18/76', 'C08L 21/00', 'C08L 75/08', 'C09J 175/00', 'E01C 13/00', 'E01C 13/06']",Process for the manufacture of laminated materials and binding agent suited to carry out the process,"Die vorliegende Erfindung betrifft ein neues Verfahren zur Herstellung von elastischen Schichtstoffen aus Gummi-und/oder elastomeren Kunststoff-Granulaten und einem durch Einwirkung von Wasser aushärtenden Polyurethan-Bindemittel unter Formgebung und Aushärtung mit Wasser, wobei man als Bindemittel ein Gemisch verwendet aus einem Isocyanatgruppen aufweisenden Präpolymeren auf Basis von 2,4- und/oder 2,6-Diisocyanatotoluol und Polyhydroxypolyäthern mit einem Polyisocyanat bzw. Polyisocyanatgemisch der Diphenylmethanreihe, sowie ein derartiges, zur Durchführung des Verfahrens geeignetes Bindemittel."
